"","long","lat","comclust","temperature","NO3","salinity","dataset"
"810",174.35,-43.3057,1,13.5,0.228,34.808,"V4-total"
"811",179.86,-42.8432,1,14.3,0.807,34.96,"V4-total"
"812",179.86,-42.8432,1,14.3,0.857,34.96,"V4-total"
"813",166.852,-48.8936,1,12.65,5.08,34.7597,"V4-total"
"814",179.86,-42.8432,1,14.3,0.935,34.96,"V4-total"
"815",-179.03,-43.2859,1,14,2.249,34.8466,"V4-total"
"816",-179.03,-43.2859,1,14,3.334,34.8466,"V4-total"
"817",-179.03,-43.2859,1,14,3.334,34.8466,"V4-total"
"818",179.599,-43.6379,1,12.93,4.305,34.5285,"V4-total"
"819",179.599,-43.6379,1,12.93,5.241,34.5285,"V4-total"
"820",178.58,-43.8478,1,12.5,3.948,34.56,"V4-total"
"821",178.58,-43.8478,1,12.5,5.069,34.56,"V4-total"
"822",178.58,-43.8478,1,12.5,3.62,34.56,"V4-total"
"823",174.02,-44.171,1,11.3,12.923,34.56,"V4-total"
"824",166.829,-48.8007,1,12.53,NA,34.7842,"V4-total"
"825",175.311,-35.5393,1,17.08,1.35,35.4075,"V4-total"
"826",178.092,-42.7225,1,14.9,1.145,34.9564,"V4-total"
"827",178.092,-42.7225,1,14.9,1.145,34.9564,"V4-total"
"828",173.418,-44.424,1,10.7,11.424,34.47,"V4-total"
"829",177.439,-42.8971,1,13.7,1.057,34.896,"V4-total"
"830",175.89,-43.1974,1,13.8,0.628,34.97,"V4-total"
"831",174.431,-44.2558,1,11.5,8.14,34.55,"V4-total"
"832",178.9,-43.3663,1,14.2,0.207,34.83,"V4-total"
"833",176.98,-43.4623,1,13.75,0.693,34.9263,"V4-total"
"834",178.092,-42.7225,1,14.9,0.207,34.9564,"V4-total"
"835",178.353,-41.312,3,20.43,0.11,35.3496,"V4-total"
"836",166.829,-48.8007,1,12.63,5.18,34.7706,"V4-total"
"837",178.353,-41.312,3,20.34,0.11,35.3506,"V4-total"
"838",178.353,-41.312,3,20.32,0.14,35.3515,"V4-total"
"839",178.353,-41.312,3,17.14,0.07,35.2987,"V4-total"
"840",178.353,-41.312,1,14.85,2.5,35.2598,"V4-total"
"841",178.353,-41.312,1,14.38,3.93,35.2645,"V4-total"
"842",178.353,-41.312,1,13.13,6.68,35.1261,"V4-total"
"843",178.353,-41.312,1,12.59,7.6,35.0827,"V4-total"
"844",166.829,-48.8007,1,12.47,6.47,34.7853,"V4-total"
"845",178.499,-43.4325,1,16.18,0.39,34.638,"V4-total"
"846",178.499,-43.4325,1,9.48,14.85,34.5974,"V4-total"
"847",178.503,-46.608,1,13.46,8.25,34.2788,"V4-total"
"848",178.503,-46.608,1,13.15,7.6,34.3083,"V4-total"
"849",166.829,-48.8007,1,12.65,5.18,34.7681,"V4-total"
"850",178.503,-46.608,1,12.46,8.67,34.315,"V4-total"
"851",178.503,-46.608,1,10.28,12.17,34.2859,"V4-total"
"852",178.503,-46.608,1,7.89,17.53,34.319,"V4-total"
"853",178.503,-46.608,1,7.53,19.1,34.3393,"V4-total"
"854",178.503,-46.608,1,7.44,19.17,34.3606,"V4-total"
"855",174.214,-58.027,1,7.24,19.14,34.1226,"V4-total"
"856",178.527,-41.1938,3,16.99,1.11,35.3665,"V4-total"
"857",178.527,-41.1938,3,17,1.24,35.367,"V4-total"
"858",178.527,-41.1938,3,17,1.31,35.3678,"V4-total"
"859",178.527,-41.1938,3,17,1.55,35.3693,"V4-total"
"860",178.527,-41.1938,3,17,1.48,35.3715,"V4-total"
"861",178.52,-41.1903,1,14.43,5.72,35.2438,"V4-total"
"862",178.52,-41.1903,1,13.52,8.15,35.2253,"V4-total"
"863",174.214,-58.027,1,7.34,19.71,34.0229,"V4-total"
"864",178.52,-41.1903,1,12.73,9.45,35.1457,"V4-total"
"865",178.5,-43.4008,1,12.04,7.24,34.4201,"V4-total"
"866",178.5,-43.4008,1,10.49,14.09,34.7524,"V4-total"
"867",174.214,-58.027,1,7.5,20.21,33.9918,"V4-total"
"868",178.532,-46.6448,1,11.81,10.17,34.2864,"V4-total"
"869",178.532,-46.6448,1,11.81,9.91,34.2861,"V4-total"
"870",178.532,-46.6448,1,11.8,9.64,34.2858,"V4-total"
"871",178.532,-46.6448,1,11.66,10.29,34.2823,"V4-total"
"872",178.532,-46.6448,1,10.07,14.33,34.264,"V4-total"
"873",178.532,-46.6448,1,7.97,19.45,34.2898,"V4-total"
"874",178.532,-46.6448,1,7.46,21.41,34.323,"V4-total"
"875",178.532,-46.6448,1,7.36,22.13,34.3453,"V4-total"
"876",174.214,-58.027,1,4.28,NA,34.0235,"V4-total"
"877",178.572,-41.2022,1,13.14,4.48,35.2326,"V4-total"
"878",178.572,-41.2022,1,13.14,4.52,35.2324,"V4-total"
"879",178.554,-41.2033,1,13.14,4.5,35.2317,"V4-total"
"880",178.554,-41.2033,1,13.15,4.5,35.2319,"V4-total"
"881",174.214,-58.027,1,5.47,14.99,34.0191,"V4-total"
"882",178.554,-41.2033,1,13.15,4.45,35.2319,"V4-total"
"883",178.554,-41.2033,1,13.14,4.43,35.2311,"V4-total"
"884",178.554,-41.2033,1,13.03,5.94,35.2254,"V4-total"
"885",178.554,-41.2033,1,13,6.21,35.2233,"V4-total"
"886",175.211,-35.6996,3,17.85,0.86,35.4663,"V4-total"
"887",178.504,-43.4097,1,10.68,4.61,34.6407,"V4-total"
"888",178.504,-43.4097,1,9.75,8.29,34.598,"V4-total"
"889",178.536,-46.6433,1,9.06,14.66,34.2065,"V4-total"
"890",178.536,-46.6433,1,8.45,14.56,34.1974,"V4-total"
"891",178.536,-46.6433,1,8.4,14.77,34.1965,"V4-total"
"892",178.536,-46.6433,1,7.99,15.29,34.1987,"V4-total"
"893",178.536,-46.6433,1,7.65,16.62,34.2051,"V4-total"
"894",178.536,-46.6433,1,7.06,19.49,34.2314,"V4-total"
"895",175.211,-35.6996,3,17.85,0.86,35.4663,"V4-total"
"896",175.311,-35.5393,3,18.43,0.71,35.4797,"V4-total"
"897",178.536,-46.6433,1,6.97,20.4,34.2707,"V4-total"
"898",178.536,-46.6433,1,6.86,20.7,34.2774,"V4-total"
"899",178.527,-41.2322,3,18.43,0.34,35.2373,"V4-total"
"900",178.527,-41.2322,3,18.39,1.75,35.2345,"V4-total"
"901",175.211,-35.6996,3,18.86,0.3,35.5585,"V4-total"
"902",178.527,-41.2322,1,17.96,0.35,35.2128,"V4-total"
"903",178.527,-41.2322,1,15.56,0.47,34.9775,"V4-total"
"904",178.527,-41.2322,1,14.17,4.8,34.9302,"V4-total"
"905",178.527,-41.2322,1,13.73,6.71,35.0424,"V4-total"
"906",178.527,-41.2322,1,12.92,8.76,35.0707,"V4-total"
"907",178.527,-41.2322,1,12.58,8.57,35.0877,"V4-total"
"908",175.211,-35.6996,3,18.86,0.3,35.5585,"V4-total"
"909",178.488,-43.446,1,17.02,0.02,34.8579,"V4-total"
"910",178.488,-43.446,1,10.08,13.4,34.6202,"V4-total"
"911",178.535,-46.6188,1,15.23,7.8,34.2119,"V4-total"
"912",178.535,-46.6188,1,15.22,7.88,34.2113,"V4-total"
"913",178.535,-46.6188,1,15.19,7.96,34.2099,"V4-total"
"914",178.535,-46.6188,1,12.27,11.27,34.1848,"V4-total"
"915",178.535,-46.6188,1,8.98,13.95,34.1951,"V4-total"
"916",178.535,-46.6188,1,7.75,17.76,34.1785,"V4-total"
"917",175.211,-35.6996,3,19.02,0.18,35.5855,"V4-total"
"918",178.535,-46.6188,1,7.03,20.36,34.1947,"V4-total"
"919",178.535,-46.6188,1,7.37,20.21,34.3332,"V4-total"
"920",175.211,-35.6996,3,19.02,0.18,35.5855,"V4-total"
"921",178.513,-41.2635,3,17.54,1.59,35.456,"V4-total"
"922",178.513,-41.2635,3,17.54,NA,35.456,"V4-total"
"923",178.513,-41.2635,3,17.5,1.2,35.4557,"V4-total"
"924",178.513,-41.2635,3,17.5,1.49,35.4557,"V4-total"
"925",178.513,-41.2635,3,17.39,9,35.4596,"V4-total"
"926",178.513,-41.2635,1,15.74,8.5,35.4233,"V4-total"
"927",178.513,-41.2635,1,14.92,NA,35.3473,"V4-total"
"928",178.513,-41.2635,1,13.52,NA,35.1751,"V4-total"
"929",175.211,-35.6996,1,19.03,0.16,35.5887,"V4-total"
"930",178.497,-43.3997,1,14.27,0.07,34.6789,"V4-total"
"931",178.497,-43.3997,1,10.06,0.3,34.6599,"V4-total"
"932",178.547,-46.6408,1,13.03,NA,34.4174,"V4-total"
"933",178.547,-46.6408,3,13.03,NA,34.4176,"V4-total"
"934",178.547,-46.6408,1,13.03,NA,34.4179,"V4-total"
"935",178.547,-46.6408,1,13.02,0.07,34.4168,"V4-total"
"936",178.547,-46.6408,1,10.5,0.07,34.3929,"V4-total"
"937",178.547,-46.6408,1,7.94,0.07,34.4313,"V4-total"
"938",178.547,-46.6408,1,7.59,0.07,34.4081,"V4-total"
"939",175.211,-35.6996,1,16.53,1.44,35.3828,"V4-total"
"940",178.518,-41.2223,1,13.42,2.11,35.1461,"V4-total"
"941",178.518,-41.2223,1,13.42,2.16,35.1462,"V4-total"
"942",175.211,-35.6996,1,16.53,1.44,35.3828,"V4-total"
"943",178.518,-41.2223,1,13.42,2.39,35.1468,"V4-total"
"944",178.518,-41.2223,1,13.24,3.07,35.1286,"V4-total"
"945",-178.418,-69.5162,1,NA,25.56,33.5559,"V4-total"
"946",-178.418,-69.5162,1,NA,25.49,33.5556,"V4-total"
"947",179.809,-70.9805,1,NA,31.49,34.3563,"V4-total"
"948",179.809,-70.9805,1,NA,29.13,34.2372,"V4-total"
"949",179.809,-70.9805,1,NA,27.7,33.9595,"V4-total"
"950",179.809,-70.9805,1,1.43,NA,34.6849,"V4-total"
"951",179.809,-70.9805,1,NA,31.99,34.4069,"V4-total"
"952",179.809,-70.9805,1,NA,27.63,33.9558,"V4-total"
"953",171.119,-51.6427,1,9.87,12.71,34.3452,"V4-total"
"954",171.119,-51.6427,1,9.89,12.57,34.3465,"V4-total"
"955",175.516,-35.2105,3,20.07,0.05,35.6584,"V4-total"
"956",171.119,-51.6427,1,9.91,12.5,34.3464,"V4-total"
"957",171.119,-51.6427,1,9.85,12.85,34.3437,"V4-total"
"958",-178.023,-71.2925,1,NA,30.84,34.3502,"V4-total"
"959",-178.023,-71.2925,1,NA,29.49,34.2374,"V4-total"
"960",-178.023,-71.2925,1,NA,26.63,33.8674,"V4-total"
"961",-178.023,-71.2925,1,0.71,NA,34.6153,"V4-total"
"962",-178.023,-71.2925,1,NA,31.34,34.3794,"V4-total"
"963",-178.023,-71.2925,1,NA,25.78,33.8026,"V4-total"
"964",-178.874,-72.3265,1,NA,29.13,34.2217,"V4-total"
"965",-178.874,-72.3265,1,NA,28.85,34.2005,"V4-total"
"966",175.516,-35.2105,3,20.54,0.02,35.6998,"V4-total"
"967",-178.874,-72.3265,1,NA,28.85,34.2005,"V4-total"
"968",-178.874,-72.3265,1,NA,NA,34.5184,"V4-total"
"969",-178.874,-72.3265,1,NA,NA,34.4258,"V4-total"
"970",-178.874,-72.3265,1,NA,31.42,34.3726,"V4-total"
"971",-178.874,-72.3265,1,NA,28.85,34.2015,"V4-total"
"972",167.481,-51.537,1,9.78,13.07,34.4375,"V4-total"
"973",167.481,-51.537,1,9.85,12.99,34.436,"V4-total"
"974",167.481,-51.537,1,9.86,12.99,34.4353,"V4-total"
"975",167.481,-51.537,1,9.76,13.07,34.438,"V4-total"
"976",166.788,-49.3965,1,10.06,13.14,34.4653,"V4-total"
"977",175.516,-35.2105,3,20.81,0.03,35.7152,"V4-total"
"978",166.788,-49.3965,1,10.15,NA,34.4791,"V4-total"
"979",166.789,-49.3965,1,9.67,14.42,34.47,"V4-total"
"980",166.788,-49.3965,1,10.25,12.57,34.4826,"V4-total"
"981",166.789,-49.2907,1,10.13,12.42,34.4659,"V4-total"
"982",166.789,-49.2907,1,10.15,12.21,34.4524,"V4-total"
"983",166.789,-49.2912,1,10.14,12.35,34.4673,"V4-total"
"984",166.789,-49.2907,1,10.27,12.07,34.4394,"V4-total"
"985",166.783,-49.1453,1,12.35,5.99,34.7599,"V4-total"
"986",166.783,-49.1453,1,12.33,6.45,34.6939,"V4-total"
"987",166.783,-49.1448,1,12.25,5.98,34.7772,"V4-total"
"988",175.516,-35.2105,4,20.8,0.06,35.7152,"V4-total"
"989",166.783,-49.1453,1,12.44,6.18,34.6856,"V4-total"
"990",166.834,-49.0355,1,12.2,7.14,34.6981,"V4-total"
"991",166.834,-49.0355,1,12.25,NA,34.6894,"V4-total"
"992",177.016,-37.8577,3,20.64,0.09,35.6156,"V4-total"
"993",177.016,-37.8577,3,20.48,0.07,35.5855,"V4-total"
"994",166.834,-49.0355,1,11.89,8.64,34.7311,"V4-total"
"995",-75.7131,-67.9963,2,0.077333,NA,33.39,"V4-total"
"996",-74.1824,-67.2961,2,0.732333,NA,33.541333,"V4-total"
"997",-69.8635,-66.5041,2,0.722333,NA,33.161,"V4-total"
"998",-76.4491,-69.112,2,-0.872667,NA,33.075667,"V4-total"
"999",-76.1741,-69.2352,2,-1.179667,NA,33.18,"V4-total"
"1000",-68.9575,-68.1586,2,0.269074,NA,32.18963,"V4-total"
"1001",-72.6617,-67.9773,2,0.61,NA,32.975667,"V4-total"
"1002",-69.8015,-65.2375,2,1.261333,NA,33.619667,"V4-total"
"1003",-71.53,-67.1145,2,0.093,NA,33.11,"V4-total"
"1004",-67.3364,-66.2532,2,-0.627,NA,33.051333,"V4-total"
"1005",-68.2819,-65.878,2,-0.274,NA,33.208,"V4-total"
"1006",-66.777,-65.2342,2,0.434667,NA,33.759667,"V4-total"
"1007",-66.1499,-65.4794,2,0.256,NA,33.390333,"V4-total"
"1008",-65.3417,-64.5747,2,0.403333,NA,33.719333,"V4-total"
"1009",-66.856,-63.9662,2,0.838667,NA,33.66,"V4-total"
"1010",-77.6308,-68.538,2,-1.043667,NA,32.467,"V4-total"
"1011",-69.4871,-67.9939,2,2.031667,NA,33.400333,"V4-total"
"1012",-71.3798,-65.8502,2,0.662,NA,33.371667,"V4-total"
"1013",-68.2852,-65.8773,2,1.338,NA,33.391,"V4-total"
"1014",-69.8643,-66.5051,2,1.376667,NA,33.073,"V4-total"
"1015",-73.5636,-68.9672,2,1.182,NA,32.263333,"V4-total"
"1016",-73.033,-66.4434,2,-0.133667,NA,33.063667,"V4-total"
"1017",-68.2976,-64.6095,2,0.649,NA,33.481667,"V4-total"
"1018",-74.5038,-68.5552,2,0.182333,NA,32.228667,"V4-total"
"1019",-67.3368,-66.2552,2,1.589,NA,33.366,"V4-total"
"1020",-72.7512,-68.2407,2,-0.144,NA,33.489333,"V4-total"
"1021",-74.4484,-68.5785,2,-0.395667,NA,33.057333,"V4-total"
"1022",-75.1976,-68.2392,2,-1.275333,NA,32.84,"V4-total"
"1023",-76.0054,-67.855,2,0.755,NA,33.834,"V4-total"
"1024",-69.866,-66.5048,2,0.894667,NA,33.768667,"V4-total"
"1025",-68.9205,-66.8913,2,0.126333,NA,33.350333,"V4-total"
"1026",-69.9432,-67.7714,2,-1.710667,NA,32.995,"V4-total"
"1027",-72.4427,-66.7136,2,1.227,NA,33.8,"V4-total"
"1028",-77.8489,-68.4106,2,1.051333,NA,33.672667,"V4-total"
"1029",-77.0449,-68.824,2,0.456333,NA,33.35,"V4-total"
"1030",-64.4095,-64.9366,2,-0.318333,NA,32.849667,"V4-total"
"1031",-76.4469,-69.1087,2,0.606333,NA,32.673333,"V4-total"
"1032",-68.924,-66.8916,2,1.502,NA,33.329333,"V4-total"
"1033",-71.53,-67.1149,2,1.174667,NA,33.46,"V4-total"
"1034",-66.1487,-65.4781,2,2.521,NA,33.557667,"V4-total"
"1035",-65.342,-64.5753,2,1.934667,NA,33.715,"V4-total"
"1036",-69.8006,-65.2382,2,0.967,NA,33.264667,"V4-total"
"1037",-75.714,-67.9965,2,-0.841333,NA,32.556,"V4-total"
"1038",-72.6597,-67.9774,2,1.255333,NA,32.925333,"V4-total"
"1039",-70.5922,-67.5107,2,1.334,NA,33.406333,"V4-total"
"1040",-73.5816,-68.9622,2,-1.256333,NA,32.142,"V4-total"
"1041",-74.5043,-68.5607,2,-0.693,NA,32.709,"V4-total"
